Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_carpet,0.985553772070626,0.9906947072211773,0.9880785471509044
Mean,0.985553772070626,0.9906947072211773,0.9880785471509044
