Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_capsule,0.9808536098923016,0.9895241188410956,0.9873967524032207
Mean,0.9808536098923016,0.9895241188410956,0.9873967524032207
