Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_grid,0.9774436090225562,0.9877081228437791,0.9833769337851813
Mean,0.9774436090225562,0.9877081228437791,0.9833769337851813
