Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_cable,0.9979385307346327,0.9836945869712153,0.9747475619294478
Mean,0.9979385307346327,0.9836945869712153,0.9747475619294478
